text,labels
"I don't know what a love letter should look like. I don't know the best words to use. What I do know, however, is that I love you more than anyone I have ever loved before.I knew I was falling for you the very first time we met. That moment was years ago, but the sensations I felt then and the realizations I had at the time are just as fresh for me today, because you've continued to nurture me with so much love. If there's anything special in me, if there's anything wonderful, it's because you brought it to life, and you helped me grow. You've truly helped me to become the person I am today. Nothing is more wonderful or unconditional than our love.Thank you for bringing love into my life. Thank you for loving me and for letting me love you. You are truly a blessing.",1
"I am thinking about you every second of every day and cannot wait until I see you again. We should never be apart this long again. I miss your kisses and your touch. I miss you so much. I hope that I can see you soon, but until I do, I will keep you in my dreams and in my heart. Remember that I love you, and that I always will. We are lucky because we found each other a second time, and we are able to love each other more than we ever had before. I am waiting to see you again. It's only been a little over a week, but now I know that I cannot be away from you for long. I love you with all my heart.",1
"I am writing to tell you how much you truly mean to me. This last year was the best year in my life, and it's all because of you. I love you with every beat of my heart. All my thoughts turn to you. You are the most wonderful, talented, and handsome guy I have ever met. I thank heaven every day that you're mine. I love you more than words could ever express, more than I can even understand. I hope our love lasts forever. I hope you are the one I marry. I love you.",1
"I hope you have all had a chance to look at our recent numbers. They are very impressive. I am proud of both your individual and your collective contributions to our sales effort. This is a very exciting time to be working in this industry, with an opportunity for us to make a difference in the market place. Keep up the good work. ",0
"I've kept my feelings for you contained as long as I can. I am in love with you, and true, honest love should not be contained and kept quiet forever. There is so much about you that most girls don't see. They only see the physical. They see your body, but my love for you is more than skin deep. My feelings for you grow every day, and my love grows deeper with every passing minute. You mean so much to me. Just seeing your smiling face or hearing you heart-melting voice brightens up my worst days and makes them more than just bearable. Just having a hug from you makes me feel warm and cozy inside. I dream of you day in and day out; you're the only one on my mind now. I am in love with you and have been in love with you since I can't remember when!",1
"You have been the best boyfriend in the world. Any girl would be happy to be in my shoes. You have taught me so much, even if you think you know little. You said when I came into your life, I changed you, but no one can change anyone--you're the only one with the power to change yourself.Thank you for all the material things--from Winnie the Pooh dolls to designer handbags. You shower me with gifts and get me anything I want in the world, but even though you have money now, it didn't buy my love. Love must come naturally, and it did. You bought me everything I ever wanted and more. The only thing left is an Escalade XLT, but hey, I guess that can wait, huh? Just joking!No matter what your decision is, please keep me in your thoughts and remember that I love you. Material things are nice, but love is best. You always told me that I was the finest girl you had ever seen, so get off work early, and let's kick back together for once. I love you.",1
"How are you doing now and today? Hope all is fine. Well, it has been a very long time since we've seen each other and I must let you know that the pain I'm having right now is more than what I can express to you in writing.It's time for us to put away our childish attitude because now I really know how much we are missing each other. Please, do come back to me; you still have a place in my heart, I am assuring you that I have been very lonely ever since you said goodbye.Remember those days when we both shared together the songs we sang together, how we played together, the smiles that come on us each time we see each other. Don't throw away all the sweet memories, which we have shared.My one and only, please come back to me. You still have a place in my heart. I know quite sure that you may feel I will not give you a chance based on the old stories. This is the only opportunity we have to rewrite our history. Never mind, just put away your pride because I'll accept any simplicity at any giving time.Come back, please come back and rewrite our history.It's me, your one and lonely,",1
"I am sorry to report that Doe Enterprises has not renewed their contract for the next year. Since 20% of our business was with Doe, the loss will cause us to reduce our staff. It appears that there will be a partial layoff in June, but fortunately this will be offset somewhat by a number of retirements this summer.We are working hard to reestablish our relationship with this company and to acquire new accounts abroad. Until we succeed we ask for your understanding and cooperation. With your help this will be only a temporary setback. We will keep you informed with weekly updates on e-mail. ",0
"I still see the same love and dedication in your eyes. All these years, but you never changed a bit.",1
"Whenever I go far away from you, I start to feel a little homesick. Because even when we are apart, I keep searching for you. I love you!",1
"I want to assure you that the love existing in our relationship is void of fantasy and can't be labeled ""a whirlwind romance,"" or any other fictional romance. Without any shadow of a doubt, our love is authentic and real.I love you not only because of your physical beauty, but for your decency, delicacy, kindness, and other admirable qualities. I can't help but dote on you. All the love I feel towards you comes straight from my heart. I love you!",1
"Your brochure advertised a ""Romantic Weekend for two for only $355."" When my credit card statement arrived, I discovered that the ""Romantic Weekend"" cost more than $2,000. I am sure there must be a mistake. The bill was posted to my account on May 5, and the reference number was 5555-5555. I have enclosed copies of the statement and the brochure. I trust you will make the necessary adjustments. Thank you for taking care of this as soon as possible. ",0
You are the kind of wife that every man desires for. You are that fairy which comes in a dream and never disappear even when the dream is over.,1
"I hope you know how much we appreciate you, and how very important your support is to Doe University. Your past contributions continue to assist in increasing the number of academic scholarships and grants-in-aid we can award.Now we ask you to once again join with us as we launch our ambitious campaign to teach more students, enhance Doe University's educational quality, and expand Doe University's influence. Please evaluate your present circumstances and, if possible, renew your support of this great University.Our combined participation can, indeed, change the lives of thousands of our youth who seek to use their knowledge to serve their families and communities. We--and they--need you! Please join with us in this historic campaign by sending your gift today. ",0
"Our belated anniversary comes with my humble commitment to serve you for life. To give you the joy of a relationship that lets you be yourself, because I know and identify with the human being in you. Sure, I don't claim to understand everything that you care about, but I will always strive to listen with my heart and reach out for the emotionally complex being in you, to understand how best my life can serve yours and support you, fulfilling the purpose for which your life is meant. On this year's anniversary and beyond, it is with my life and with the life that we hope to create together that I say I love you. By seeking your hand to build a family and to pass on the gift of life to our children, I am saying I love you, not only in this life and beyond, but for all eternity. I wish you a blissful anniversary and many more to a selfless lady with so much integrity and grace, worthy of the true gift of love. I love you, and I always will.",1
"Our company will be moving from Springfield on July 1, and it is therefore necessary for me to cancel my membership in the Springfield Chamber of Commerce. I have enclosed my receipt for membership dues for the full year, and would appreciate receiving a refund of half of the amount. ",0
"You are my greatest comfort and biggest inspiration. You are the reason why my life is so beautiful, and my dreams are so colorful.",1
"It doesn't matter where you are; I can always hear your heartbeat when I lay down and see your face when I close my eyes. I love you, sweetheart!",1
"Well, here we are 10 years later and I am as devoted to you as I was on the day we were married. I still miss you when you leave for the day, and I can't wait for you to return every night. You are my love, my life, and the strength that guides me through all the rough times. Remember that I am here for you, too, forever and for always.I promise to keep you in loving arms for the rest of our lives.I promise to love, honor, and cherish you until the end of time.I promise to be here for you, whenever you need me.I promise to be your soul mate as we grow old together.I will be your faithful spouse for all eternity.I give you my heart and soul for all eternity.I love you just for being you, for your humor, and for your kindness. You are the only person who has ever made me feel this way, and my heart is yours forever.",1
"How do I begin to profess my love for you? The love that I possess in my heart can only be felt--never really explained. Words are lacking and language is inadequate when it comes to the affairs of the heart. There are no songs as beautiful as the music that has filled my soul since the day you came into my life. You changed me forever.We were created for each other. You and I have been together since the beginning of time--souls entwined, loving each other among the stars. I will love you until the stars no longer shine. You are my reason for living, and I exist only for you. My every heartbeat throbs the melody of your name.You have given me a new version of myself. You have healed a scarred heart and brought into the sunshine a love that I never knew resided in me. My eyes, that have only known tears of pain, now know tears of happiness. I will feel no rain because you are my shelter, and I will feel no cold, because you are my warmth. In you, I know I am finally home.Some people wait their whole lives, never finding the one they love, never finding the one kiss that sets their spirits free. They feel the touch that reaches beyond the surface, straight into their hearts and souls. Surely, I am blessed because now I have found that special one in you. I found everything I ever wanted in everything that you are.",1
"It is with personal regret but warm wishes that I announce the retirement of Jane Doe, effective May 31. Jane's leaving marks the end of an era for Doe Corporation. She was the first person to see the value of television advertising for our products, and has been on the cutting edge of marketing ever since. We are indebted to her vision and commitment for propelling us to our present position in the industry. Her work has assured our success into the next century.We will honor Jane for her contributions in a farewell reception to be held in the President's Ballroom at 7:00 to 9:00 p.m. on Friday, May 30. We invite all employees to extend their good wishes to Jane in her new endeavors. ",0
"At the business trade show last week, we talked about your desire to start your own business, and you mentioned several concerns, including the following: How do I get registered? What about taxes? How do I get my product marketed? How do I recruit employees? You may be interested to know that our company works with new businesses to provide answers to all these questions and much more.Next week, I would like to call you to learn more about your plans and to explain how we can help you. I think you will be pleasantly surprised to find that our services are just what you need to get started on the road to financial success. ",0
"I am writing you this letter to tell you how much you mean to me, and to thank you for coming into my life. You are something I never thought could exist for me. You are the best thing that has ever happened in my life, and I don't regret telling you how I feel.I have been through many relationships, but didn't really take any of them seriously. I was used and abused by a guy who I really loved once. So I decided to play guys the same way that guys had played me. I wasn't born nasty; a guy made me this way. Since then I have not taken chances with a guy again. But you happened; you came into my life and stole my heart away from the day I met you.At first I was confused. I didn't really know what I wanted. I didn't know if I wanted to take a chance again and actually take you seriously. So, I decided to come close to you as a friend and find out who you truly were first and what you were really like. You seemed cool, nice, and funny--some things I really liked in a guy. So I took a chance and got together with you.In the beginning, things didn't seem to go very well. I actually had my doubts about you, and I wasn't sure you were actually taking me seriously. But it was too late to turn back. I had already fallen for you from the day I first met you, and I wasn't really looking forward to giving up so soon. I tried so hard to know you. I wasn't going to let you go so easily!Well, time has passed, and I have discovered new things about a new me. You have truly changed me. Still, I'm scared, because I'm growing a deep feeling inside my heart that I just can't explain. I truly don't know what your feelings are, but I don't want to force you to tell me something you don't really feel towards me. I want to receive love and trust from you when you truly mean it. All I ask of you is to show me that you care for me, and to also trust me the way I trust you.",1
"I have not signed the contract received from your office because I do not believe that the salary compensation as quoted is accurate.The contract states that the applicant agrees to accept the stated hourly salary as full compensation for each hour of counseling performed at the Springfield counseling Center.From my discussions with your personnel director, I understood that counselors would receive regular hourly payment during day time hours and an amount equal to one and a half times the regular hourly rate for services rendered during the midnight to 8 a.m. emergency room shift.Please confirm the different hourly rate with Personnel and let me know how I should go about making the necessary changes on this contract agreement. ",0
"We are genuinely sorry to receive your letter of resignation informing us of your departure on June 5. We will miss you very much. We have enjoyed working with you and have come to depend on your competent assistance. Good designers are hard to find, so keep us in mind if your new position does not turn out as you expect. ",0
"Our family is deeply saddened to inform you that Grandmother passed away in her sleep Wednesday night. As many of you know, she has been suffering from kidney failure for some time now. We are relieved that her passing was peaceful and painless. Her funeral will be held on Saturday at the Doe & Sons Funeral Home in Springfield at 12:30 p.m. ",0
"I want you in my life for today, tomorrow and forever.",1
"It is so amazing that after all the years that have passed by without a notion of each other's existence, that we will soon be together for the rest of our lives. We never had a clue that our paths would cross so much later in life, and that we would both find a love that neither of us had found with anyone else before.We were always meant to be together, of that there is no doubt. You are truly the woman, the partner, and the wife I have only dreamed of until now. I love you. You are my heart and soul. I am so wonderfully blessed to have you in my life. I love you now and always will.",1
"I am writing because of the $200 overdue balance on your account. Our previous letters have repeatedly urged you to make payments. We need to resolve this. Your choice is to send a check for $200 in the enclosed envelope by June 30, or call me to discuss other arrangements. If you do not respond, my only remaining choice will be to turn the matter over to a collection agency. Please send your check to avoid further action. ",0
"Our annual benefit dinner and member appreciation ceremony is once again quickly approaching. Just like last year, the dinner will feature the exquisite cuisine of world-famous gourmet chef (Name of Chef), a generous range of fine wines, and the rich and irresistible desserts of (Name of Restaurant/Shop). Following the dinner, through stories and presentations detailing the dramatic successes of the past year, we will honor the contributions of our invaluable members.You are one of those invaluable members. Your support has been a significant factor in our survival and success, and so we hope you will take this opportunity to join us in celebrating the purpose and continuation of (Name of Organization). In addition to sharing our joy and sense of accomplishment, your participation in the event will also provide much needed additional financial support as we pursue the fulfillment of our yearly intentions and programs.To reserve your place at this special occasion, please complete and return the enclosed registration materials, with your payment, before (Date). We look forward to the opportunity to celebrate with you and to honor your support. ",0
I don't think I will ever be able to thank God enough for sending you into my life and blessing me. Thank you for being the best! I love you.,1
"When we were playing so innocently on the computer that day, neither one of us were looking for love. We chatted as we played and quickly became interested in one another.I was skeptical at first because of the pain I had felt from knowing others, but you quickly made me forget all the doubts that I had. You made me feel so comfortable that I know I can talk to you about anything now because you quickly became the most important person in my life. I am anxious to see where our relationship can go now.The first time I heard you say the words, ""I love you,"" it was like a load had been taken off my shoulders. I heard them but still I was scared. I wanted to hear you say them again and again for the rest of my life.You have opened up new and exciting doors for us that I can't wait to explore. When I feel your touch, my heart melts and my soul is set on fire with the desire to hold you and kiss you. You have become my very best friend and my lover, too. I love you with all my heart and soul, and always will.",1
"I want you to know that I understand your disappointment at not receiving the promotion you wanted. While you have proven your worth as a contributing, effective member of our team, Mary's greater number of years in the company, in addition to her experience working on the Smith project, combined to make her the leading candidate for the job.Please keep in mind that opportunities for advancement will come again. If you continue to be as productive and resourceful as you have been in the past, I see a bright future ahead of you. ",0
"I feel lucky to have you. I love you, honey.",1
"We want you to know how much we appreciate the way you have cared for our lawns and flowers this year. I can't remember a time when our lawns have looked so nicely groomed and weed-free, or when the flowers have been more beautiful. Several visitors to the corporate headquarters have commented on how nice things look. Thank you for your excellent service. ",0
"Ms. Doe gratefully accepts your invitation to the annual Springfield Foundation benefit luncheon on Tuesday, November 20, at 12:30 p.m.
Regrettably, a previous commitment will force my departure before the 2:00 p.m. presentation of awards. ",0
"We have received your application and would like to discuss the consulting position we are offering in Doe's public relations office. I have arranged for you to meet with the hiring committee on December 1, at 3:30 p.m. The meeting will be in Room 240 of the Administration Building, 1600 Main Street.Please be prepared to discuss your resume in some depth. If you are unable to keep this appointment, please call the Human Resources Office at 555-5555 to reschedule the interview.We look forward to meeting with you. ",0
"I know sometimes we fuss and fight. I know sometimes things don't go right. I know sometimes I can frustrate you, and sometimes you get me mad. I know that you're my better half. I know without you I'm incomplete and that tomorrow you won't be here with me, but you know that no matter what, you will always have a key to my heart.We might be miles away for a while. I might not get to hear you laugh, or even watch you sleep but, Darling, did you know that one true test of love is distance? It is said that distance brings people closer together.I know that even if I have to shed a tear every day until you come back, I will. If I have to hide myself from the world, I will. I will do anything I can just to make sure that when you come back to me you will know that my love is pure and true.",1
"Each night before I fall asleep, your sweet voice echoes in my mind. As I rest my head on my pillow, the memory of your smile comforts my soul, and I want you to know that you and you alone have made me whole. Without you I would simply be surviving, but with you I am living my life to its fullest now. Because of your love, my spirit has been rejuvenated.Because of you, simple pleasures in life bring me so much joy that it is hard to find words to describe them. A walk in the park becomes a reality--based metaphor because of our journey together, hand-in-hand, for time eternal.The differences between you and me are very few, yet they are there. But we accept those differences, embracing them because they have become part of the things we love about each other. Even in our bad moods and regardless of the irritations we find in daily life, we manage to make each other laugh. Our joking together may seem silly to other people, but it always makes us chuckle and laugh. The sound of your laughter warms my heart and is music to my ears. I believe we could survive anywhere and overcome anything as long as we were together!Love is not a job, love simply is. Unconditional love is what I offer you and, when I'm with you, I feel like I receive the same in return. You are my heart of hearts, my soul mate, my friend, my lover, and my partner for life. Thank you for being there, for loving me, and for giving me everything that my heart has ever wanted. I love you now and always will.",1
Even a doctor would be baffled at how my heart conveniently decides to beat faster or slower - depending on whether I'm thinking about you or not. xoxo,1
"Dr. Jane Doe
is delighted to accept
your gracious invitation to a reception for
Dr. Joyce Smith
Sunday, February 19, at 8 o'clock p.m.
at the University Alumni House.
Mr. John Doe regrets
that he will be unable to attend
because of another commitment ",0
"The Almighty has chosen you to be my soulmate, as no one else can understand me better than you do. I love you, stay with me always.",1
"If there's one thing in this world I'm afraid to lose, it's you. I am so in love with you that I can't afford to lose you!",1
"You bid me write short to you and I have much to say. You also bade me believe that it was a fancy which made me cherish an attachment  for you. It cannot be a fancy since you have been for the last year the object upon which every solitary moment led me to muse. I do not expect you to love me, I am not worthy of your love. I feel you are superior, yet much to my surprise, more to my happiness, you betrayed passions I had believed no longer alive in your bosom. Shall I also have to ruefully experience the want of happiness? Shall I reject it when it is offered? I may appear to you imprudent, vicious; my opinions detestable, my theory depraved; but one thing, at least, time shall show you: that I love gently and with affection, that I am incapable of anything approaching to the feeling of revenge or malice; I do assure you, your future will shall be mine, and everything you shall do or say, I shall not question. Jane Clairmont",1
"You were kind enough to praise my presentation on Food Safety at the Public Health Conference in Springfield last June. I particularly appreciated the suggestions you made about the overhead slides I was using.After six years of working in public health education for the Springfield Health Department, I will be moving to Centerville some time within the next few months. I would like to find a similar position there. I particularly enjoy teaching and would like to continue working directly with the public, rather than in a laboratory.You are so much better acquainted with Centerville than I am, and I hope you would not mind letting me know if any suitable opportunities arise. My number is 555-5555. I would be happy to send you a copy of my resume to give you a better idea of my qualifications and experience. ",0
"Sweetheart, I am forever devoted to our relationship together. Each and every day I wonder how all of this came about. We were just living our lives when all of a sudden this happened--we fell helplessly in love with each other.I still remember the first day you entered my life. I knew right away that there was something special about you. What I didn't completely know yet was that you were the one who would turn my world inside out. I can't wait until we are able to spend each and every moment together. I can't live without you now.Thank you for making all my dreams come true. You have meant more to me than anyone ever has or ever will. I love you because you are the only person who can make me smile even when I am having a bad day. I love you because I've found someone who will love me more than anyone else could, no matter what. I love you because you will do anything to keep me safe without even thinking about it twice. I love you most of all because you are my one and only soul mate. We belong together, and I couldn't be any happier now. I love you with every breath that I take, and with every beat of my heart.",1
"We create a harmony together that people rarely experience in this life. Like bow on a string, we complement and enhance each other perfectly. We bring out the beauty and resonance in each other. As a couple, it's clear that our love is meant to be.We have both been through so many heartaches before, and I know that we have learned too much through this life to ever take each other for granted. I know that we will never grow tired of exploring with each other or of learning new things together. I know that our life together will always be an exhilarating journey and a mesmerizing constellation of all that is good.I am so thankful to be with you. I want you to feel the unwavering love I have for you, so that I can make you ecstatically happy. I don't want you to doubt for a moment that you are everything I need and want. I cannot remember any time when I have wanted anyone or anything more. You consume me. There are simply no words to adequately describe the depth of my feelings for you. I love you in every way.",1
"Before I met you, I was resigned to the fact that love was a part of my past, nothing more than a mere, painful memory. Then you came into my life and a miracle happened. You opened my heart in ways it had never been opened before and that awakened a part of me that had lain dormant all my life. Although I had loved and been loved before, never had it been so intense and as deep as what I learned to feel for you. I had never before experienced the true joy of complete empowering, soul-felt love as we share now. ""I love you""--those three simple words I say out loud whenever I think of you bring a smile to my face and a song to my heart.I feel comfort in knowing that we can disagree and get through the roughest times, realizing that we can't live without each other. I am as secure in knowing I have your love as you are in knowing you have mine. What more could we ask for than to have found the one true love that each of us had been searching for all our lives? I love you!",1
"I don't think I have ever told you before how I felt the first time we met. You were so cute, and your deep blue eyes were so charismatic, I felt like I would lose myself in them.I never use to believe in love at first sight, but that day when our eyes met, my heart pounded and it felt like it would burst. It was like the feeling of a home run, like making it across the finish line for the first time. I was swept off my feet! And when you winked at me, I felt like I couldn't breathe; you kissed me, and my knees suddenly went weak. I fell in love at that moment. I knew then what love at first sight felt like; our eyes met, and there was a connection, like a bond I felt uniting our hearts. I have been in love since that day and still am, though you're far away and we've gone our separate ways. You will always be my first and greatest love. You will always live in my heart for all eternity.",1
"Many things have happened in the past, and so many things have changed. It doesn't matter how much time has gone by. Time could never weaken my feelings for you or make them fade away. Now we are back together to give us one more chance. Love, trust, understanding, affection, honesty, tolerance, and loyalty are all key factors for a successful relationship. Every time I think of you, my heart misses a beat. You're my theme for a dream! Every moment we share together, we grow closer. I'm waiting to see you again. I need you to hold me so tight that you fill my world with love.",1
"MEET JANE DOE!Educated at City University, Jane has brought her southern charm to the Rolling Hills neighborhood and seasoned it with just enough Yankee know-how to get the job done. She and her husband, John, a local attorney, and their eight-year-old daughter, Anne, are the typical Rolling Hills family, right down to their Cocker Spaniel. John coaches girl's baseball; Anne attends Rolling Hills Elementary School, and Jane, in addition to her commitment to Real Estate, is active in the PTA and Chamber of Commerce.Jane brings the same dedication to work that she has shown to family and community. That is why she has created so many enduring friendships through real estate. That is why she has consistently earned her profession's highest awards that show not only what she has done for herself but what she can do for you.When you have real estate questions or needs, look no further than the borders of your neighborhood. Jane Doe is here to help. ",0
"My son was arrested recently for disturbing the peace. Try as we might, we cannot get any information from the District Court concerning his pretrial hearing. The Court seems to have lost the charges. His name is Eric Doe. He was arrested on December 16, 2018, at the recreation center on Main Street. We would appreciate your help in determining when he is to appear in court. Thank you for your help. ",0
"I am writing to ask that I be allowed to reprint several stanzas of your poem, ""City Hawk,"" as epigraphs to the 'chapters' in my forthcoming book of photographs. I wish to use stanzas three and four, and stanza nine. They will appear as complete stanzas, exactly as they do in ""Doe Works,"" and in their right order. The book is to be a visual essay of the industrial beauty of what I call ""Working Springfield.""Your poem matches the tone I desire precisely. Unless you prefer otherwise, each epigraph will contain the credit line, ""John Doe, from 'City Hawk.'"" I hope you will approve this use of your work. I would be honored if you would accept a signed copy when the book is finished. I have enclosed a self-addressed envelope. If you would be so kind as to sign and return one copy of this letter indicating your approval, I will proceed. ",0
"I am seeking employment in the computer programming field and understand that you have valuable resources that could assist me. I admire your personal achievements in this company, which has grown impressively in the last few years under your leadership. With your current standing and prestige, I hope that you may have connections that you would be willing to use to help me get a foot in the door of any local company requiring someone with my credentials.I have more than adequate computer programming experience behind me, and am ready to take my career to a higher level. Any guidance or advice you can offer me would be greatly appreciated. I am hoping that you might be able to direct me to leaders in companies that have the type of position open that I am seeking. I know that your opinion in the industry is valued and that your personal recommendation could help me get an interview for a position that is rewarding now, but also has potential for future advancement.Thank you in advance for your time and possible assistance. I look forward to hearing from you soon. Please contact me at your convenience either by phone (555-5555) or by e-mail (John@Doe.com). ",0
"Enclosed are the order forms, advertising material, and business cards you requested. The recruiting posters you asked for are being revised to comply with new government regulations. They should be ready to ship by next Friday. If there is anything I can do in the meantime, please let me know. ",0
"I just wanted to send you a note of thanks for your recent order. New clients are the lifeblood of our business. Please take a look at the enclosed brochure that describes our company and terms of sale.Our sales manager, John Doe, will call you next week to set up an appointment. At that time he can explain our products more fully and answer any questions you might have.We look forward to on ongoing relationship. ",0
